bar_id,drinker_id,start_date,mon_early_avg_sales,mon_late_avg_sales,tues_early_avg_sales,tues_late_avg_sales,wed_early_avg_sales,wed_late_avg_sales,thurs_early_avg_sales,thurs_late_avg_sales,fri_early_avg_sales,fri_late_avg_sales,sat_early_avg_sales,sat_late_avg_sales,sun_early_avg_sales,sun_late_avg_sales
109,7206,2013-4-12,\N,\N,\N,\N,\N,\N,\N,\N,265,\N,\N,182,\N,\N,
109,1482,2013-11-5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,289,228,\N,\N,
110,221,2014-3-16,\N,\N,226,\N,\N,\N,391,\N,\N,\N,\N,\N,\N,282,
110,3241,2013-1-13,\N,\N,308,\N,211,\N,166,\N,327,\N,262,\N,\N,\N,
110,3625,2016-4-19,\N,\N,201,254,\N,\N,\N,\N,\N,189,\N,\N,323,278,
110,6392,2014-1-15,\N,\N,\N,\N,463,\N,\N,\N,206,\N,263,\N,\N,264,
110,6561,2012-12-9,268,\N,200,\N,\N,233,\N,\N,\N,236,279,\N,\N,\N,
110,743,2017-1-8,\N,367,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,250,
111,4108,2016-4-21,\N,\N,\N,\N,\N,\N,178,\N,\N,\N,\N,\N,452,\N,
111,7271,2017-5-14,\N,\N,\N,228,\N,\N,369,\N,233,\N,\N,\N,306,\N,
111,7787,2016-12-1,\N,\N,340,287,\N,219,\N,210,\N,\N,\N,221,\N,276,
111,4715,2014-7-12,176,\N,\N,\N,\N,\N,221,\N,268,\N,294,\N,334,210,
111,3301,2013-6-23,\N,\N,\N,\N,185,\N,208,\N,\N,\N,307,\N,344,248,
111,7033,2014-5-25,\N,\N,\N,\N,\N,342,193,\N,\N,267,\N,\N,\N,\N,
111,2011,2013-9-25,\N,\N,\N,\N,391,\N,\N,\N,196,\N,337,264,363,263,
111,4320,2013-8-2,\N,\N,371,213,\N,219,\N,\N,\N,250,309,\N,\N,234,
111,1467,2013-8-27,\N,\N,232,292,386,\N,\N,\N,\N,302,256,\N,\N,282,
111,6115,2013-6-30,\N,\N,264,\N,365,\N,\N,\N,261,\N,274,\N,424,249,
111,8964,2014-9-21,\N,\N,\N,\N,\N,224,\N,212,\N,\N,\N,252,\N,\N,
111,8733,2016-5-10,\N,\N,\N,\N,\N,210,377,\N,\N,\N,\N,\N,397,\N,
112,87,2013-6-21,\N,\N,\N,\N,\N,\N,\N,\N,\N,330,\N,\N,390,\N,
112,6380,2014-5-22,\N,\N,183,\N,\N,\N,\N,\N,\N,\N,349,\N,\N,\N,
112,5662,2014-11-29,\N,\N,404,\N,\N,\N,\N,214,233,\N,\N,322,\N,284,
112,6501,2013-3-23,\N,\N,\N,\N,354,220,\N,\N,\N,166,\N,\N,\N,264,
112,6110,2014-7-16,\N,\N,\N,\N,\N,260,\N,\N,\N,\N,314,\N,354,\N,
112,255,2016-1-2,\N,\N,350,\N,\N,185,\N,201,\N,171,\N,\N,\N,243,
112,7283,2014-6-12,\N,\N,293,\N,\N,\N,\N,\N,\N,\N,338,\N,\N,295,
112,8970,2013-3-26,\N,\N,\N,\N,\N,\N,\N,\N,\N,279,\N,\N,331,\N,
112,1674,2015-3-19,\N,\N,\N,\N,\N,\N,\N,215,\N,174,\N,214,\N,\N,
112,9606,2016-10-26,\N,\N,\N,\N,\N,\N,\N,\N,\N,257,284,\N,\N,283,
112,7680,2017-3-21,\N,\N,\N,\N,\N,\N,\N,\N,211,\N,251,\N,\N,290,
112,3161,2013-3-1,\N,\N,\N,\N,\N,\N,\N,\N,\N,266,\N,\N,285,\N,
113,8377,2014-9-17,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,291,\N,255,
113,1882,2013-7-23,\N,\N,\N,\N,443,\N,\N,\N,\N,\N,269,\N,\N,301,
113,5437,2014-12-3,\N,\N,211,\N,\N,\N,\N,\N,\N,\N,237,\N,\N,\N,
113,2072,2016-9-8,\N,\N,168,\N,\N,193,\N,\N,222,\N,\N,\N,\N,\N,
113,2807,2015-6-10,\N,\N,\N,\N,\N,186,\N,\N,\N,\N,\N,269,\N,\N,
113,7929,2015-8-20,\N,\N,\N,\N,\N,169,\N,268,235,\N,244,\N,\N,\N,
113,9850,2016-2-15,\N,\N,310,\N,\N,\N,\N,292,\N,\N,266,\N,\N,225,
114,6521,2014-9-30,\N,\N,\N,\N,\N,\N,\N,\N,\N,211,\N,\N,354,\N,
114,9257,2013-4-17,\N,\N,185,\N,\N,375,207,\N,\N,\N,\N,\N,\N,\N,
114,1285,2015-7-9,\N,\N,192,\N,\N,\N,395,\N,\N,\N,\N,\N,\N,285,
114,5078,2015-7-11,\N,\N,\N,\N,\N,\N,\N,\N,206,290,\N,\N,\N,\N,
114,4730,2012-11-26,\N,\N,\N,287,\N,209,\N,\N,\N,\N,\N,\N,312,\N,
114,304,2014-1-23,\N,\N,450,\N,\N,384,191,185,\N,172,\N,\N,\N,264,
114,7091,2016-8-11,\N,\N,286,\N,401,247,\N,\N,298,\N,\N,\N,391,254,
114,6338,2017-6-21,\N,\N,165,338,\N,\N,\N,\N,\N,\N,\N,242,392,271,
114,9407,2015-12-3,\N,\N,\N,\N,\N,\N,\N,\N,\N,218,\N,\N,444,253,
114,1092,2016-4-19,\N,\N,327,264,\N,157,\N,\N,\N,299,\N,\N,\N,\N,
114,4422,2013-5-29,\N,\N,192,284,\N,\N,\N,\N,\N,\N,\N,\N,\N,253,
114,9425,2013-1-29,\N,\N,\N,\N,\N,\N,206,198,\N,\N,\N,\N,\N,286,
115,2618,2016-7-4,\N,\N,\N,\N,\N,\N,\N,\N,251,\N,\N,\N,484,\N,
115,7653,2016-2-3,\N,\N,\N,\N,\N,\N,\N,\N,\N,291,309,260,\N,\N,
115,1859,2017-2-13,\N,\N,\N,\N,\N,\N,\N,\N,\N,314,255,\N,\N,294,
115,1795,2017-2-11,\N,223,\N,\N,\N,\N,\N,\N,\N,\N,286,\N,\N,209,
115,7148,2012-11-30,\N,\N,208,\N,\N,\N,\N,288,\N,275,\N,\N,\N,\N,
115,5803,2014-5-8,\N,\N,\N,\N,439,\N,\N,\N,\N,\N,262,\N,400,260,
115,1576,2017-4-21,\N,189,\N,\N,\N,\N,225,\N,\N,\N,284,\N,\N,277,
115,8213,2017-10-6,\N,\N,\N,\N,\N,397,\N,208,\N,210,\N,\N,404,334,
115,8461,2015-3-31,\N,\N,\N,\N,374,186,\N,\N,\N,\N,\N,\N,\N,\N,
115,5407,2015-5-25,\N,439,\N,198,\N,\N,\N,255,209,\N,\N,\N,338,239,
115,7790,2017-8-14,\N,\N,\N,\N,\N,\N,357,\N,\N,\N,\N,295,\N,\N,
116,3256,2016-3-11,\N,\N,225,\N,\N,201,\N,198,271,\N,\N,\N,\N,181,
116,201,2017-6-20,\N,180,\N,\N,\N,\N,230,225,\N,\N,343,\N,444,223,
116,6726,2015-12-10,\N,205,\N,\N,419,\N,\N,\N,161,\N,324,\N,\N,248,
116,9520,2017-6-2,\N,\N,180,242,\N,\N,\N,203,\N,\N,\N,\N,365,263,
116,5338,2014-10-24,\N,\N,\N,\N,\N,221,401,\N,271,193,\N,\N,\N,256,
116,455,2016-4-24,\N,\N,189,\N,\N,412,\N,299,\N,\N,\N,\N,\N,268,
116,5876,2014-2-22,\N,\N,278,\N,\N,\N,215,\N,\N,\N,308,\N,\N,298,
117,7306,2015-12-31,\N,\N,177,299,\N,317,\N,\N,\N,232,\N,\N,425,336,
117,705,2016-11-27,\N,404,\N,193,365,\N,215,\N,\N,\N,328,\N,\N,232,
117,9825,2015-2-3,\N,182,\N,\N,194,\N,\N,\N,\N,\N,\N,\N,386,291,
117,9364,2014-6-18,\N,\N,394,\N,\N,\N,393,\N,\N,\N,\N,\N,\N,\N,
117,485,2012-11-12,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,217,\N,368,265,
118,7949,2017-5-29,\N,\N,\N,\N,\N,\N,249,233,\N,\N,280,\N,\N,\N,
118,2297,2015-10-12,\N,\N,\N,\N,\N,214,\N,279,\N,\N,\N,\N,\N,\N,
118,4880,2014-12-8,\N,\N,\N,\N,373,177,\N,\N,\N,202,\N,\N,\N,\N,
118,9126,2014-11-19,235,\N,\N,\N,\N,\N,\N,\N,268,224,\N,\N,\N,299,
118,9518,2014-5-23,\N,\N,\N,\N,\N,\N,228,\N,317,\N,213,217,\N,342,
118,6280,2017-3-19,\N,\N,222,\N,429,\N,\N,\N,298,\N,298,\N,\N,227,
118,9912,2014-3-13,\N,\N,190,313,\N,\N,\N,\N,\N,\N,\N,\N,\N,269,
118,1421,2015-5-12,\N,\N,308,\N,194,390,\N,\N,281,\N,281,\N,\N,246,
118,5694,2014-3-25,\N,\N,340,\N,\N,412,\N,221,\N,244,\N,\N,373,\N,
118,1578,2017-1-31,\N,\N,\N,\N,\N,323,\N,\N,\N,\N,275,\N,\N,\N,
118,428,2013-4-23,\N,\N,\N,\N,197,\N,\N,\N,184,295,275,\N,\N,\N,
118,4704,2017-9-5,\N,\N,436,\N,\N,\N,\N,\N,268,\N,\N,316,\N,\N,
118,9605,2014-10-25,\N,366,\N,\N,221,\N,166,\N,201,\N,\N,\N,352,\N,
119,9539,2013-6-1,\N,\N,\N,342,\N,198,\N,\N,\N,285,257,\N,404,275,
119,35,2015-4-5,\N,\N,\N,\N,\N,176,356,\N,\N,\N,\N,\N,338,240,
119,3158,2014-8-15,262,\N,279,\N,\N,\N,\N,222,227,\N,167,\N,\N,252,
119,7766,2013-9-26,\N,\N,176,280,\N,\N,\N,244,264,257,\N,\N,\N,278,
119,98,2017-2-5,\N,\N,180,\N,\N,\N,\N,\N,\N,\N,315,\N,\N,308,
119,8725,2017-6-21,\N,\N,\N,\N,\N,212,\N,\N,251,271,250,\N,402,\N,
119,4245,2017-7-1,\N,\N,210,314,\N,\N,\N,\N,261,\N,\N,\N,\N,\N,
119,903,2014-11-6,\N,\N,\N,\N,\N,\N,\N,263,\N,\N,279,\N,404,269,
119,8363,2015-9-27,\N,\N,\N,\N,\N,\N,\N,\N,243,\N,\N,260,\N,254,
119,287,2017-3-7,\N,\N,373,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,267,
119,4493,2016-5-20,\N,\N,402,276,\N,\N,\N,\N,277,\N,\N,\N,\N,297,
119,3174,2014-3-23,\N,\N,193,235,\N,384,\N,\N,\N,219,\N,\N,375,\N,
119,1213,2017-4-28,\N,\N,\N,261,\N,207,356,221,\N,\N,\N,221,\N,249,
119,131,2016-6-1,\N,\N,213,319,421,\N,\N,\N,214,182,\N,\N,\N,316,
119,3430,2016-4-16,\N,\N,356,275,\N,\N,\N,\N,\N,236,\N,283,418,247,
120,6219,2016-7-5,\N,\N,353,\N,\N,\N,\N,\N,258,\N,\N,\N,\N,313,
120,5259,2014-10-16,\N,\N,290,\N,415,\N,181,\N,\N,\N,\N,\N,391,261,
120,3257,2012-12-11,\N,\N,426,\N,\N,\N,\N,282,173,190,\N,\N,\N,274,
120,8071,2015-4-8,\N,188,287,\N,\N,\N,\N,\N,\N,\N,281,\N,428,233,
120,5496,2013-9-27,\N,\N,\N,291,\N,206,\N,\N,286,\N,276,\N,\N,283,
120,9618,2016-2-15,\N,\N,434,305,\N,\N,\N,\N,\N,\N,304,234,\N,233,
120,7420,2012-12-19,\N,\N,457,294,\N,\N,389,\N,\N,\N,\N,\N,\N,\N,
120,7391,2015-2-18,\N,\N,269,\N,207,\N,\N,279,209,\N,264,\N,\N,307,
120,4660,2013-4-15,\N,\N,\N,\N,\N,212,\N,187,284,357,\N,\N,361,289,
120,9397,2012-11-28,\N,\N,\N,\N,408,\N,\N,\N,261,\N,287,\N,\N,233,
120,5663,2015-9-5,\N,\N,372,\N,\N,\N,389,\N,276,\N,\N,\N,\N,289,
120,9747,2017-1-3,\N,\N,451,\N,\N,\N,\N,\N,\N,\N,\N,\N,407,\N,
120,7959,2016-9-14,\N,\N,\N,\N,\N,203,\N,\N,\N,\N,\N,265,\N,191,
120,3904,2015-8-14,\N,\N,309,\N,\N,\N,\N,\N,\N,\N,283,\N,\N,296,
120,1662,2014-2-13,\N,\N,\N,323,\N,207,\N,\N,\N,\N,\N,269,\N,228,
121,6014,2013-11-22,296,\N,371,278,\N,\N,\N,209,\N,\N,\N,\N,\N,258,
121,7639,2016-10-21,\N,\N,216,\N,\N,\N,\N,200,289,\N,\N,\N,\N,231,
121,7928,2016-3-9,\N,\N,\N,\N,\N,\N,\N,\N,267,\N,\N,\N,347,\N,
121,3014,2013-11-12,\N,\N,\N,\N,\N,342,161,\N,\N,\N,\N,\N,\N,\N,
121,8746,2016-1-8,\N,\N,391,\N,\N,199,362,\N,\N,\N,\N,\N,\N,\N,
121,3190,2017-1-23,\N,\N,\N,325,\N,\N,368,\N,236,\N,\N,\N,411,\N,
121,999,2013-2-27,\N,\N,353,305,\N,186,\N,\N,\N,316,\N,\N,\N,\N,
121,2303,2017-2-5,256,\N,185,\N,\N,\N,\N,\N,\N,279,177,\N,379,286,
122,3714,2014-3-5,\N,\N,388,\N,\N,\N,\N,215,\N,185,\N,\N,455,278,
122,7597,2015-4-11,\N,\N,\N,\N,\N,202,\N,182,\N,\N,\N,276,\N,\N,
122,2982,2013-2-15,\N,\N,302,\N,\N,\N,\N,\N,\N,\N,309,\N,\N,\N,
122,1217,2016-9-24,\N,\N,\N,252,\N,450,158,\N,233,\N,\N,\N,\N,250,
122,8971,2016-4-16,\N,360,290,\N,385,\N,\N,\N,\N,\N,\N,\N,451,252,
122,6416,2013-1-20,\N,\N,429,\N,193,365,201,\N,\N,\N,\N,\N,320,\N,
122,6904,2016-9-30,\N,\N,165,\N,\N,458,199,\N,\N,318,223,\N,\N,258,
122,5880,2014-5-25,\N,\N,205,\N,\N,\N,\N,\N,243,\N,\N,\N,\N,\N,
122,2369,2015-7-22,\N,380,312,\N,\N,\N,\N,\N,\N,344,\N,\N,\N,270,
122,3737,2016-1-31,\N,\N,321,\N,\N,\N,\N,\N,245,\N,287,\N,\N,227,
122,4559,2015-12-25,\N,\N,\N,\N,\N,188,\N,\N,254,\N,\N,321,\N,\N,
122,5618,2016-2-23,\N,362,\N,\N,\N,375,228,\N,\N,\N,\N,\N,\N,\N,
122,4791,2014-9-4,\N,\N,\N,\N,\N,220,\N,208,254,\N,\N,243,378,274,
122,9703,2014-3-4,\N,\N,\N,\N,\N,\N,\N,\N,272,258,\N,\N,\N,\N,
122,731,2014-2-2,\N,\N,374,276,\N,\N,\N,\N,\N,\N,\N,\N,\N,299,
123,8390,2015-11-28,\N,394,\N,\N,\N,\N,\N,\N,\N,\N,283,\N,\N,266,
123,1488,2016-12-7,\N,\N,\N,\N,\N,\N,\N,\N,222,218,266,\N,416,280,
123,690,2013-2-10,\N,348,\N,\N,\N,\N,\N,\N,\N,\N,267,\N,\N,\N,
123,7778,2016-12-21,\N,\N,408,\N,\N,190,391,\N,308,266,\N,\N,\N,265,
123,6847,2016-10-23,\N,\N,205,322,\N,\N,\N,196,\N,\N,\N,\N,\N,223,
123,68,2016-6-8,238,\N,\N,\N,\N,\N,198,\N,\N,\N,271,\N,403,320,
123,8460,2013-5-10,\N,\N,\N,\N,231,\N,183,\N,166,\N,\N,\N,\N,\N,
123,4554,2014-4-2,\N,\N,298,\N,\N,\N,\N,\N,224,\N,212,\N,\N,279,
123,5310,2014-5-4,\N,\N,\N,\N,\N,\N,395,263,\N,\N,\N,\N,\N,\N,
123,5913,2016-3-16,\N,\N,185,\N,\N,201,453,\N,267,\N,\N,\N,391,\N,
124,9259,2014-8-6,\N,\N,\N,\N,\N,178,\N,\N,274,\N,302,\N,\N,\N,
124,4268,2016-4-23,\N,\N,316,\N,\N,\N,\N,265,276,\N,228,\N,345,196,
124,7442,2014-9-18,\N,\N,\N,\N,\N,\N,\N,\N,\N,176,\N,\N,364,\N,
124,2656,2016-1-6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,266,\N,\N,299,
124,8879,2015-12-19,\N,\N,\N,\N,\N,\N,\N,198,\N,\N,\N,273,\N,\N,
124,1525,2013-5-13,\N,\N,220,329,351,347,\N,\N,\N,167,\N,\N,\N,\N,
124,6492,2014-3-26,\N,\N,\N,\N,\N,\N,\N,259,\N,\N,\N,334,\N,214,
124,5472,2016-9-21,\N,\N,\N,\N,\N,202,\N,\N,\N,\N,\N,\N,411,\N,
124,503,2013-11-15,\N,\N,\N,\N,\N,\N,\N,\N,\N,216,\N,251,\N,\N,
124,5249,2015-2-16,\N,203,307,344,413,\N,225,\N,\N,\N,\N,\N,\N,246,
124,1443,2015-5-29,\N,\N,\N,\N,\N,\N,332,\N,\N,209,\N,\N,\N,\N,
124,6811,2017-6-9,\N,486,307,\N,\N,\N,194,258,211,\N,\N,\N,\N,\N,
125,3478,2015-1-25,\N,\N,201,300,\N,482,\N,\N,\N,\N,325,\N,\N,273,
125,604,2014-12-27,\N,\N,415,267,\N,410,\N,205,261,245,\N,\N,\N,\N,
125,2876,2016-2-7,\N,196,\N,\N,201,\N,\N,\N,\N,\N,279,\N,388,271,
125,7515,2015-5-5,\N,\N,\N,\N,\N,476,\N,208,\N,\N,313,\N,\N,204,
125,8720,2013-7-12,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,238,\N,\N,294,
125,9897,2016-9-8,\N,206,\N,\N,\N,\N,\N,\N,234,\N,\N,\N,359,182,
125,3845,2013-4-2,\N,211,\N,\N,\N,\N,217,\N,\N,\N,\N,\N,\N,261,
125,1009,2013-3-26,\N,\N,283,\N,188,\N,\N,\N,\N,356,289,\N,\N,316,
126,6612,2015-1-21,\N,\N,165,328,\N,\N,\N,\N,257,\N,\N,\N,\N,\N,
126,3648,2017-3-10,\N,\N,\N,\N,\N,378,226,\N,\N,326,\N,175,419,311,
126,7429,2014-2-27,\N,\N,177,348,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,
126,1490,2016-11-12,\N,\N,\N,\N,213,\N,\N,\N,\N,\N,263,\N,432,322,
126,628,2016-8-25,\N,\N,\N,\N,\N,147,\N,\N,\N,\N,\N,265,\N,\N,
126,389,2013-4-22,\N,\N,296,\N,190,\N,188,271,\N,\N,283,\N,\N,299,
126,1123,2017-6-23,\N,\N,\N,294,\N,\N,314,\N,\N,\N,\N,\N,406,\N,
126,8719,2014-3-31,\N,\N,\N,\N,\N,348,227,\N,\N,201,\N,\N,402,\N,
126,3111,2013-10-30,\N,\N,452,\N,\N,385,\N,168,321,307,\N,\N,\N,234,
126,1224,2017-6-28,\N,\N,284,\N,433,\N,\N,\N,275,\N,191,\N,\N,270,
126,3101,2013-3-5,\N,381,\N,\N,\N,\N,203,241,\N,\N,\N,\N,\N,290,
126,2647,2017-5-13,\N,\N,348,296,\N,\N,\N,\N,\N,\N,\N,\N,371,\N,
127,6489,2014-9-26,320,\N,\N,\N,\N,\N,\N,195,\N,221,\N,\N,417,261,
127,1902,2016-6-12,\N,\N,379,\N,\N,416,\N,185,\N,\N,\N,290,\N,242,
127,4424,2017-10-27,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,270,\N,338,
127,9120,2013-4-20,\N,\N,171,\N,\N,\N,\N,\N,\N,259,274,214,\N,242,
127,3149,2015-7-15,\N,\N,173,342,\N,371,173,\N,\N,214,\N,\N,\N,\N,
127,6714,2014-2-7,\N,\N,242,\N,441,227,386,\N,\N,\N,\N,\N,\N,\N,
127,434,2017-9-27,\N,\N,413,313,\N,\N,\N,\N,\N,\N,\N,\N,\N,343,
127,1101,2014-1-9,\N,\N,169,\N,\N,\N,\N,\N,\N,177,\N,273,\N,\N,
127,6082,2013-6-15,\N,\N,\N,\N,\N,\N,\N,226,\N,\N,354,222,400,293,
127,8307,2013-7-3,\N,\N,\N,\N,364,192,\N,257,193,\N,\N,\N,387,232,
127,6405,2016-1-21,\N,\N,198,\N,\N,207,\N,\N,181,\N,\N,\N,\N,\N,
127,9870,2016-2-26,192,\N,\N,271,\N,\N,\N,195,\N,\N,\N,240,\N,249,
128,2363,2016-7-29,\N,\N,159,\N,\N,175,\N,\N,235,211,\N,\N,309,\N,
128,1422,2013-1-26,\N,\N,368,\N,\N,\N,\N,254,\N,\N,\N,\N,\N,\N,
128,2946,2016-2-3,267,\N,\N,\N,224,\N,170,\N,197,\N,\N,\N,\N,\N,
128,6091,2012-11-30,\N,\N,\N,\N,177,431,\N,238,176,\N,\N,\N,\N,269,
128,6996,2016-3-28,\N,228,\N,\N,370,\N,168,274,\N,\N,\N,\N,355,206,
128,5264,2015-2-19,\N,217,342,\N,219,\N,\N,\N,\N,\N,241,\N,\N,311,
128,2704,2015-3-9,\N,\N,\N,317,\N,\N,\N,\N,\N,\N,292,\N,\N,222,
128,7075,2014-5-26,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,271,356,\N,
128,7383,2017-6-22,\N,\N,\N,\N,451,\N,\N,294,\N,\N,262,\N,386,232,
128,9460,2017-10-9,\N,422,209,\N,426,\N,194,293,227,\N,\N,\N,\N,\N,
128,6151,2014-7-15,\N,\N,\N,\N,\N,380,150,\N,\N,\N,\N,\N,\N,\N,
128,9803,2017-11-1,\N,\N,\N,\N,\N,\N,219,\N,\N,\N,269,\N,\N,253,
128,7810,2017-1-2,\N,\N,331,\N,\N,\N,\N,249,\N,\N,\N,\N,\N,\N,
128,5324,2013-10-21,\N,\N,\N,\N,213,\N,\N,\N,\N,\N,251,\N,\N,\N,
129,994,2016-10-3,\N,\N,\N,\N,\N,\N,225,\N,\N,\N,245,\N,\N,\N,
129,1162,2016-7-13,\N,\N,\N,\N,\N,156,\N,\N,\N,288,213,\N,\N,\N,
129,6727,2013-4-19,\N,\N,\N,\N,\N,412,\N,\N,\N,\N,281,\N,\N,\N,
129,1491,2013-7-25,\N,\N,347,\N,\N,176,\N,180,\N,317,196,\N,\N,298,
129,848,2013-7-17,\N,\N,\N,\N,\N,202,\N,232,\N,\N,324,\N,\N,\N,
129,3250,2017-9-22,\N,\N,178,319,\N,\N,\N,\N,304,209,\N,\N,407,297,
130,720,2015-10-25,\N,\N,\N,\N,220,319,\N,240,\N,\N,\N,\N,362,246,
130,3455,2017-7-10,\N,\N,\N,\N,\N,\N,\N,266,253,194,\N,292,\N,\N,
130,2912,2015-8-15,\N,\N,\N,\N,\N,\N,\N,\N,\N,216,290,279,404,\N,
130,1719,2014-11-5,\N,\N,462,294,\N,404,171,\N,\N,\N,\N,\N,\N,265,
130,2169,2016-11-7,\N,188,\N,\N,430,\N,200,245,183,\N,\N,\N,\N,267,
130,1721,2014-7-3,\N,436,\N,219,\N,\N,\N,\N,\N,345,\N,\N,\N,314,
130,6211,2013-4-18,\N,\N,\N,\N,\N,\N,218,265,179,\N,\N,\N,\N,\N,
130,8330,2016-7-2,\N,\N,211,273,\N,232,\N,\N,242,170,\N,\N,\N,\N,
130,5092,2017-2-6,\N,\N,\N,\N,206,\N,199,\N,\N,\N,\N,\N,\N,237,
130,4724,2013-9-28,\N,\N,\N,290,\N,\N,\N,209,\N,\N,\N,188,\N,208,
130,3736,2015-6-24,\N,\N,\N,315,\N,\N,\N,\N,\N,185,342,\N,\N,\N,
130,2665,2016-9-1,\N,\N,\N,\N,\N,\N,\N,248,\N,265,305,\N,\N,275,
130,6987,2015-1-4,\N,\N,212,\N,\N,\N,\N,188,263,\N,260,\N,\N,259,
130,2206,2013-11-10,\N,217,\N,444,\N,\N,166,\N,\N,\N,368,\N,\N,273,
131,6342,2014-9-2,\N,\N,\N,305,\N,401,\N,215,\N,\N,\N,\N,\N,290,
131,6809,2013-4-19,\N,\N,\N,\N,355,215,202,\N,\N,\N,206,\N,\N,275,
131,5250,2016-9-6,\N,\N,451,\N,\N,199,\N,224,333,189,\N,\N,\N,272,
131,5127,2015-7-4,\N,\N,166,\N,\N,\N,\N,\N,300,\N,262,\N,\N,\N,
131,5625,2014-3-3,\N,\N,169,321,\N,226,\N,\N,\N,275,226,\N,\N,316,
131,8905,2014-10-7,\N,\N,381,303,\N,388,\N,309,\N,\N,\N,\N,\N,310,
131,6460,2013-2-2,\N,225,\N,\N,\N,\N,\N,260,\N,257,\N,\N,346,249,
131,5553,2015-5-1,\N,\N,192,\N,\N,\N,\N,\N,\N,\N,\N,332,\N,\N,
131,1042,2015-9-14,\N,214,\N,\N,\N,\N,\N,235,228,\N,302,\N,408,275,
131,2278,2013-10-21,\N,\N,421,\N,\N,\N,\N,234,\N,\N,\N,\N,\N,270,
131,7797,2014-12-11,\N,\N,\N,\N,\N,\N,191,\N,211,\N,\N,\N,\N,\N,
132,7880,2013-12-16,\N,\N,\N,\N,\N,\N,333,\N,230,\N,\N,\N,\N,\N,
132,1403,2012-11-19,\N,484,\N,\N,201,418,\N,\N,179,\N,\N,\N,\N,279,
132,9057,2013-10-15,260,\N,237,\N,\N,\N,\N,\N,\N,285,186,\N,\N,282,
132,3228,2016-10-1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,253,\N,429,\N,
132,523,2016-12-11,\N,\N,\N,\N,\N,\N,326,\N,\N,\N,284,\N,\N,277,
132,2246,2017-9-3,\N,\N,\N,\N,\N,201,\N,260,266,188,\N,\N,473,314,
132,345,2015-2-17,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,252,\N,\N,244,
132,7837,2014-4-13,\N,\N,434,\N,\N,\N,\N,\N,225,\N,\N,\N,\N,304,
132,7965,2017-4-27,\N,\N,\N,295,\N,\N,\N,183,241,\N,\N,283,\N,256,
132,6009,2016-4-15,\N,\N,\N,\N,\N,\N,\N,\N,247,319,\N,\N,\N,\N,
132,8001,2014-5-19,\N,\N,\N,\N,\N,\N,\N,\N,259,\N,\N,330,\N,\N,
132,7061,2016-7-1,\N,\N,175,\N,\N,373,\N,\N,\N,\N,287,\N,383,260,
132,940,2015-5-31,\N,\N,\N,\N,\N,\N,\N,220,\N,273,\N,\N,412,\N,
133,3252,2017-3-14,\N,205,\N,\N,200,\N,194,227,\N,\N,\N,\N,\N,\N,
133,5708,2017-6-27,\N,\N,\N,337,\N,\N,\N,\N,267,\N,\N,\N,\N,\N,
133,5592,2015-8-31,\N,\N,190,\N,\N,202,370,\N,240,\N,\N,\N,\N,234,
133,1846,2014-1-13,\N,\N,\N,\N,212,\N,218,311,\N,275,\N,\N,\N,258,
133,9390,2014-3-22,\N,\N,\N,274,\N,338,234,\N,256,193,\N,\N,409,\N,
133,9323,2017-7-2,\N,\N,\N,\N,\N,349,\N,\N,\N,306,282,\N,374,\N,
133,4848,2013-5-23,\N,\N,395,\N,\N,\N,\N,\N,\N,\N,351,285,\N,249,
133,6314,2013-3-27,\N,\N,153,\N,\N,196,\N,230,280,\N,\N,\N,\N,276,
133,3370,2013-11-17,\N,\N,317,\N,\N,\N,\N,227,296,\N,376,\N,373,269,
133,4133,2015-8-25,\N,\N,200,\N,\N,\N,\N,279,311,\N,\N,\N,\N,\N,
133,3802,2013-9-28,\N,420,\N,\N,362,\N,219,302,\N,\N,292,\N,\N,338,
133,8009,2013-9-12,\N,\N,\N,\N,\N,361,\N,203,255,208,\N,\N,347,291,
133,2298,2014-6-14,\N,\N,359,\N,\N,\N,\N,\N,225,\N,\N,\N,339,315,
133,6609,2017-7-21,\N,\N,\N,283,\N,\N,\N,\N,\N,180,\N,\N,\N,\N,
134,7136,2015-7-23,\N,\N,\N,336,\N,\N,\N,\N,\N,\N,\N,\N,\N,282,
134,884,2014-1-28,\N,183,\N,\N,\N,\N,236,262,201,\N,238,\N,\N,265,
134,6680,2014-6-11,\N,372,\N,\N,\N,\N,188,255,\N,\N,\N,\N,350,248,
134,5981,2014-2-11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,300,343,\N,
134,7334,2013-6-16,\N,\N,\N,\N,\N,\N,\N,189,\N,233,\N,\N,\N,298,
